,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,,
5702,美丽开远,08月30日 15:28,//weibo.com/1797237782/M3qYx1pn0?refer_flag=1001030103_,【#云南归队消防员吃上了重庆火锅#，“很巴适！”】近日，驰援重庆山火归来的云南森林消防员们吃上了广大网友最关心的重庆火锅，热情的重庆人民+地道的重庆火锅，让“蓝朋友”们惊呼“很巴适！感谢重庆兄弟姐妹”。 L云南日报的微博视频 ???,blue,0,0,1,116,
5703,昆明阳宗海风景名胜区,08月30日 15:28,//weibo.com/3812106004/M3qYkopsq?refer_flag=1001030103_,【#云南归队消防员吃上了重庆火锅#，“很巴适！”】近日，驰援重庆山火归来的云南森林消防员们吃上了广大网友最关心的重庆火锅，热情的重庆人民+地道的重庆火锅，让“蓝朋友”们惊呼“很巴适！感谢重庆兄弟姐妹”。（云南日报）#宝藏蓝v激励计划# L云南日报的微博视频 ?,blue,0,3,2,130,
5704,南阳网官方微博,08月30日 15:28,//weibo.com/7523386243/M3qYdexR0?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,0,1,2,166,
5705,云南日报,08月30日 15:27,//weibo.com/3198471403/M3qY008Pp?refer_flag=1001030103_,【#云南归队消防员吃上了重庆火锅#，“很巴适！”】近日，驰援重庆山火归来的云南森林消防员们吃上了广大网友最关心的重庆火锅，热情的重庆人民+地道的重庆火锅，让“蓝朋友”们惊呼“很巴适！感谢重庆兄弟姐妹”。#云南森林消防回应重庆热心市民# L云南日报的微博视频 ???,blue,15,20,582,132,
5706,共青团中央,08月30日 15:27,//weibo.com/3937348351/M3qXUDBZl?refer_flag=1001030103_,【爱的延续！#重庆砍树救火志愿者约定植树相亲#】“砍树是为保护它，我们再给种回去！”重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。面对山火，大家众志成城，“所有人都在支撑所有人，我变成我们”。山火扑灭后，志愿者相约报名植树。此外，一个志愿者相亲群已经建立起来了。L央视新闻的微博视频 收起d,blue,70,97,697,147,
5707,吕梁消防,08月30日 15:26,//weibo.com/5432083658/M3qXJ55IN?refer_flag=1001030103_,如果要用几个词来形容那几天的重庆，一定是所有逆行者的【汗水】和胜利后抑制不住的【欢呼】，这一幕幕不管多久我们都会记得...向所有不畏滔天山火逆向而行的人致敬！#摄影师被重庆灭火后的欢呼弄哭# L三明消防的微博视频 ?,blue,0,0,2,108,
5708,重庆检察,08月30日 15:26,//weibo.com/5915215161/M3qXE4Oo7?refer_flag=1001030103_,【“以火攻火”，重庆山火被扑灭的背后】缙云山以火攻火的当晚，和一线消防员一样，很多志愿者一夜没有合眼。情况紧急，所有人随时待命，骑手们也聚集在集结点，随时等待指挥员的安排，“从来没见过这么壮观的摩托车队，太牛了”，小怪说。那一晚，骑手们先是运送了灭火器、铁锹等灭火工具，接着又送了水和盒饭。而在更高的地方，志愿者们自发排成了人墙，接力运送物资，他们的头灯连成一条线，弯弯曲曲通向火线。山火得到控制后，现场的所有人沸腾、欢呼了起来。小怪说，很多骑手喊着去和啤酒、吃烧烤，甚至忍不住炫技，“仿佛比赛胜利了”。志愿者的热情，也触动了一线消防员。马晓辉说，他从来没有经历过这样的场面，“我们打火打到凌晨五六点，他们也陪到五六点，不停地给我们送水、送吃的。”“热了怕渴着，送冰水、冰棍、冰可乐，路边打盹怕硌着，送瑜伽垫，天黑怕看不清，带路、送电筒”，一位云南森林消防员在接受媒体采访时说，他第一次坐摩托车上山，第一次在火场上吃到了冰棍。据统计，重庆森林火灾累计投入各级各类救援力量1.4万余人、森林灭火主战装备3100余台（套）、直升机10架参与扑救，及时转移群众680余户1800余人。（@中国新闻周刊 ）O“以火攻火”，重庆山火被扑灭的背后 收起d,blue,2,2,3,521,
5709,晋城市中级人民法院,08月30日 15:26,//weibo.com/3781876734/M3qXAz9oC?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,0,0,154,
5710,蓬安公安,08月30日 15:26,//weibo.com/5058856402/M3qXsw2Zq?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（总台记者高丹丹 王迪 陈杨 牟亮）L央视新闻的微博视频 收起d,blue,0,0,0,172,
5711,山西政法,08月30日 15:25,//weibo.com/6008483913/M3qXe917F?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,29,12,16,154,
5712,陇南徽县发布,08月30日 15:25,//weibo.com/3215198700/M3qX8b5ai?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ??? 收起d,blue,1,0,1,150,
5713,土豆肥泥泥,08月30日 15:24,//weibo.com/2677038122/M3qWREffJ?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,ip,0,0,1,76,
5714,玩味仙生,08月30日 15:24,//weibo.com/5373317701/M3qWHiJOW?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ （人民日报）重庆身边事L人民日报的微博视频 ??? 2重庆 收起d,yellow,4,0,4,166,
5715,每日新闻官方微博,08月30日 15:24,//weibo.com/1841045117/M3qWDr72g?refer_flag=1001030103_,【#山东大汉全方位参与重庆山火救援#】8月17日重庆涪陵多地突发山火，山东大汉火速集结参与救援！#蓝V视界# L每日新闻官方微博的微博视频 ?,blue,0,0,0,71,
5716,禛禛小公主,08月30日 15:24,//weibo.com/7438458938/M3qWBqkhl?refer_flag=1001030103_,#思源驰援重庆山火# 赠人玫瑰，手有余香。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,ip,1,1,0,74,
5717,我愿做这网络喷子,08月30日 15:23,//weibo.com/5256709679/M3qWugrVF?refer_flag=1001030103_,#bilibili# 人民日报的视频O纪录片 | 与山火决战的最后8小时 #重庆山火##缙云山山火# ?,None,1,0,0,52,
5718,陕西日报,08月30日 15:22,//weibo.com/3204836204/M3qW2dh91?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,1,0,0,166,
5719,枣庄市人民检察院,08月30日 15:22,//weibo.com/5573340334/M3qVOm8rp?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,2,2,5,166,
5720,西部决策,08月30日 15:20,//weibo.com/7467277921/M3qVhehof?refer_flag=1001030103_,【#退役武警6天5夜决战山火第一线# ：6天休息10小时，周围都是火】近日，重庆。22岁的秦思偲是一名退役武警，在重庆巴南区经营一家菜鸟驿站。8月21日晚，他在老家给亲戚祝寿时，接到区人武部召集令，他马上冲往重庆山火扑救前线。在灭火的六天五夜里，他只休息了十几个钟头，打火、砍出隔离带，全程和山火赛跑。8月29日，秦思偲荣获表彰及万元奖励，他表示，国家和部队培养了自己，这是他应该做的。@西部决策 L西部决策的微博视频 收起d,blue,2,1,5,213,
5721,商丘网,08月30日 15:20,//weibo.com/1966122321/M3qV9w4pA?refer_flag=1001030103_,#女孩画画致敬救援重庆山火的逆行者#【#漫画版重庆山火救援感人瞬间#】女孩把重庆山火的感动瞬间画成漫画记录下来，致敬所有的“逆行者”！ L新华网的微博视频 ???,blue,0,0,0,81,
5722,浔阳街头,08月30日 15:20,//weibo.com/1435514195/M3qV6lyNM?refer_flag=1001030103_,《美籍华人质疑重庆山火救援，拿加州山火作对比，两天不到便遭打脸》一名美籍华人在推特上开始拿重庆山火与美国加州山火作对比，显露出满满的优越感，但是不到两天时间就被狠狠打脸。O网页链接 ?,None,0,0,0,92,
5723,欧潭融媒,08月30日 15:20,//weibo.com/3947832381/M3qV4gnIh?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,0,1,154,
5724,薆kun,08月30日 15:20,//weibo.com/7770313596/M3qV1fLFg?refer_flag=1001030103_,#思源驰援重庆山火#赠人玫瑰，手有余香。我在“思源驰援重庆山火”项目捐款成功！愿我和@蔡徐坤全球粉丝后援会 让爱心传递。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,ip,0,0,1,83,
5725,玄武法院,08月30日 15:20,//weibo.com/3964009650/M3qUXbZX8?refer_flag=1001030103_,【致敬！#退伍老兵和战友山火现场重逢#】在重庆群众送别“灭火英雄”的队伍中，一位男子在现场失声痛哭，引起了很多人的注意。他叫万家乐，是原武警云南省森林总队普洱支队景谷中队的退伍老兵，家在重庆。他也是这次上山的志愿者，参与了灭火工作。今天来为自己曾经的战友送行，瞬间无法自持、失声痛哭。@央视网快看 L央视网快看的微博视频 收起d,blue,0,0,0,164,
5726,上海反邪教,08月30日 15:20,//weibo.com/5094103156/M3qUWzheq?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！L央视新闻的微博视频 收起d,blue,8,3,14,154,
5727,镇江市生态环境局,08月30日 15:19,//weibo.com/1593436424/M3qUy53xz?refer_flag=1001030103_,满满正能量，认识一下吧，#山火中可爱的他们有姓名# 骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！（人民日报）L人民日报的微博视频 收起d,blue,8,0,0,156,
5728,82一点也不困,08月30日 15:18,//weibo.com/6691333802/M3qUqjwWz?refer_flag=1001030103_,#思源驰援重庆山火#予人为乐，与己而乐。我在“思源驰援重庆山火”项目捐款成功！让我与@蔡徐坤全球粉丝后援会 一道成为传递爱与快乐的使者。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,None,0,0,3,91,
